{'name': 'АльфредАлексей3', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АртемийАнастасия5', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АдаАльфред5', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АвгустАвраам9', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АлисаАртемий1', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлексейАриадна7', 'sex': 'male', 'class_study': 11, 'point_study': 3}
{'name': 'АврораАся8', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АриаднаАделина13', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АринаАгафон12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АмелияАльфред13', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АлександраАнисий3', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АндрейАлександр4', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АрсенийАртур8', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АсяАда2', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АгнессаАртемий1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнатолийАделаида7', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АрсенАнатолий2', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АльфредАнтон6', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АвгустАриадна9', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АльфияАполлинарий12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АльфияАнгелина4', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АкулинаАвгуст1', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АрсенАкулина12', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АланАделина9', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АгнияАлександра13', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АристархАнна1', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АгафонАртемий7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АгнияАриадна11', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АлексейАнтонина13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлсуАгата5', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АлсуАнтон12', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АсяАнжела6', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АсяАлена1', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АндрейАлиса6', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АлсуАлина10', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АдаАнисий10', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АкулинаАлексей7', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АлевтинаАвгуст11', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АкайоАнна9', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АлсуАртемий3', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АриаднаАполлинарий1', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АрхипАльбина2', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АрсенАркадий3', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АделаидаАнастасия7', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АгнияАнтонина5', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгафонАндрей2', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АлевтинаАлла5', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АкулинаАльбина5', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АгатаАлександр1', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АдаАполлон7', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АльфредАрхип5', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнгелинаАгафон7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АланАнна12', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АгафонАгафон5', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АмалияАльберт10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АрхипАгнесса1', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АннаАся13', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнастасийАркадий3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнастасийАгнесса1', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АркадийАрина7', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АмелияАрина10', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АнгелинаАмалия1', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АдонисАркадий10', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АленаАгнесса2', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АсяАполлон10', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АполлинарийАнтонина7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АллаАвгустин5', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АкайоАртемий11', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АртурАндрей13', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АнжелаАрсений2', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АристархАлександра4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АвгустинАнастасий8', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АделаидаАльфия5', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АкайоАделина3', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АлсуАльбина2', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АгнессаАлена1', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АполлинарийАристарх12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгатаАлина5', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлсуАделина1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АртурАркадий11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнжеликаАнтонина5', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АсяАриадна7', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АгатаАнисий3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АртемийАртем7', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АполлонАриадна11', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АланАртем6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АльбертАльфред3', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АлексейАлсу11', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АмалияАнтонина11', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АртурАнна4', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АполлинарийАлевтина12', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АполлонАкулина4', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АвгустАгата3', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АполлинарийАрсен5', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АлексейАгата11', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнтонинаАгафон13', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АкайоАльберт10', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнастасийАристарх11', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АнгелинаАда6', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АкулинаАртемий13', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АгнияАврора7', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АркадийАртур11', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнтонинаАльфия13', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АртемАкулина1', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлексейАгния4', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АкайоАнисий4', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АрсенийАкайо9', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АристархАльфред6', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АриаднаАнисий9', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АдонисАльфия4', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АврораАнтонина12', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АполлинарийАриадна7', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АлинаАлександра13', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АмалияАделина6', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АрхипАльбина10', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АсяАнфиса10', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АделаидаАлиса7', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнисийАмелия6', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АполлонАристарх1', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АвгустинАлсу4', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АндрейАльбина9', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АрсенАлла4', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнжелаАмалия2', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АмелияАлевтина7', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АвраамАнфиса3', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АкайоАльберт8', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АрхипАльфред7', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АкулинаАлексей7', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АринаАнжелика6', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АртурАмалия7', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АлисаАлевтина6', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АнгелинаАртур8', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АндрейАлан13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АдаАндрей8', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АльфредАделаида3', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АндрейАврора1', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АркадийАгафон10', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АлсуАгния10', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнгелинаАнфиса5', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлсуАвраам4', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнатолийАнфиса4', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АристархАкулина4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АвгустАлина7', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлевтинаАполлон13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлсуАполлинарий12', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АделаидаАся8', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АмалияАвраам12', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АндрейАнжелика9', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АланАмелия13', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АнтонАндрей5', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлисаАрсений12', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлександрАриадна10', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АристархАнтон3', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АделинаАрсен1', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлексейАгнесса2', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнжеликаАкулина6', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АделаидаАвраам10', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнфисаАнжелика4', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АкулинаАполлинарий12', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнтонинаАмалия4', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АртемийАполлинарий5', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АланАкайо8', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АланАлена11', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлександрАртем7', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АгнессаАгнесса1', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АристархАнастасий3', 'sex': 'male', 'class_study': 11, 'point_study': 8}
